# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5 - Feb. 26, 2020
# Instrument: /zhome/89/0/38697/once/McStas-2.5_CPU_MPICC/PSI_Focus/PSI_Focus.instr
# Ncount: 2500000
# Trace: no
# Gravitation: no
# Seed: 1582960054
# Directory: 1
# Nodes: 4
# Param: lambda=3.4
# Param: chopp_ratio=1
# Param: DET=-69.9
# Date: Wed Feb 26 19:38:27 2020 (1582742307)
# type: array_2d(30, 30)
# Source: PSI_Focus (/zhome/89/0/38697/once/McStas-2.5_CPU_MPICC/PSI_Focus/PSI_Focus.instr)
# component: DivMonfermi1
# position: 0.821086 0 73.0742
# title: Divergence monitor
# Ncount: 10000000
# filename: divfermi1.dat
# statistics: X0=-0.012115; dX=0.851569; Y0=-0.00627067; dY=0.985918;
# signal: Min=1144.35; Max=36250.9; Mean=15051.5;
# values: 1.35463e+07 16828.7 1.93757e+06
# xvar: X
# yvar: Y
# xlabel: X divergence [deg]
# ylabel: Y divergence [deg]
# zvar: I
# zlabel: Signal per bin
# xylimits: -2 2 -2 2
# variables: I I_err N
# Data [DivMonfermi1/divfermi1.dat] I:
1243.962751 1703.527559 2563.554273 2829.969997 3904.758547 3692.660194 5214.023057 6608.447905 8255.081619 8229.864003 9681.969608 9095.727855 10039.37866 10398.35851 9315.14751 9949.440219 9618.052457 10297.23664 8925.130631 8936.615708 9137.290524 7740.268945 6069.698015 4669.173984 4515.815332 4149.944737 3215.29499 1714.723583 1478.698457 1308.72765 
1657.778043 2164.329706 2993.16933 4409.654026 4728.598037 5878.580357 7353.588346 8299.934544 10373.05589 10523.34409 12201.31578 13305.59766 12380.05997 14062.53941 13592.04355 12995.80714 12962.66611 12054.15731 11229.8528 11209.78442 10383.06793 9414.56889 7603.175743 5933.678169 5430.811311 5249.311823 3736.329319 2791.540958 2072.828658 1440.359011 
1776.976276 2666.44988 3910.924975 4525.614219 6256.938582 7724.378421 8518.39086 10581.51124 13442.40581 12871.70297 15966.05178 14694.4848 15652.51681 16431.32795 16205.37153 16509.20392 14675.33383 15471.43342 13324.28094 13408.90109 11958.83056 12539.19587 9076.613061 8542.223424 7052.641369 6261.549564 4405.325402 2892.828924 2303.565181 1768.849692 
2327.502238 3305.994243 4730.38225 5635.167312 6606.388498 7893.11277 11015.31065 11338.72963 13179.90408 14966.47854 16995.23162 16036.07572 17406.0453 19898.39337 18618.38486 18589.87528 17049.7662 18400.29269 15142.29741 14715.91499 15155.20277 12727.80638 10319.74458 9507.954126 7694.659519 6247.402082 5208.037431 3786.059422 2630.38747 2135.736645 
2697.994858 3858.335305 5620.596079 6436.573086 8151.754717 10015.07833 12684.66238 13381.84281 15389.95239 16776.21458 18208.92157 18500.1397 19347.29568 21046.83784 19836.16997 21110.073 19374.67183 19054.95016 15578.66415 17377.06736 16828.05666 15075.0964 11672.65406 10062.39348 8470.887242 6947.8511 5684.169879 4255.756613 2984.052016 2323.034891 
2831.169563 4288.99575 5558.791002 7142.825876 7836.790712 11364.40525 12161.91278 15596.94474 15829.38177 18139.20979 21254.03683 19747.37164 22693.83921 22814.78539 22839.71598 22750.55709 21136.76623 20471.03545 18950.66332 19681.28035 17823.8779 16086.43129 12805.30309 10811.71039 9852.655873 7622.762303 6382.624364 4320.967207 3490.776196 2288.284193 
3005.220497 5031.647658 5713.786432 7091.278654 9011.041627 12554.71739 13688.22245 16869.68205 17658.59785 20239.39975 21644.6849 21788.4509 25095.51942 24659.40381 24790.38945 24397.92696 24511.48922 24474.36504 21260.39103 22417.15718 20678.09238 18857.90112 16243.69123 12976.16105 10117.88148 7776.199379 6968.796014 5077.305011 4152.953235 2586.508034 
3255.997788 5352.541637 6439.077242 8253.102424 10379.60593 12784.62394 15629.58222 18759.87179 19429.73249 21789.36106 24674.04068 25556.68709 27559.36336 29288.3902 26782.79725 28100.34882 26217.85537 26055.93833 23304.42857 24954.91885 22318.308 21071.3873 16609.7855 13686.89777 11654.15103 9379.197608 7884.133038 5940.376224 4556.035533 3087.427766 
3322.898215 5894.472587 6757.097761 8791.364452 11768.50331 13660.0842 17349.1323 18248.22595 21855.02571 23380.99423 26265.27462 27518.04864 29509.51319 31618.0768 30094.61612 29638.62634 29622.7105 27658.08283 26347.39618 26340.82234 22558.62406 21763.40379 19237.03296 14676.91298 12690.37203 10445.71092 8673.691135 5802.439782 5536.870194 3491.216654 
3736.878198 5956.345009 6671.170566 8763.151993 11017.58135 14874.4659 16354.73679 19999.32687 22582.7896 24509.3473 25858.11663 27389.15981 29617.26368 33736.19997 32740.82352 31512.36386 31048.51204 29440.13149 25870.68434 27523.59183 24229.5674 24086.72071 20256.78668 15127.41643 13659.93395 11337.87075 9485.007883 6147.737073 5612.471343 3842.028772 
4120.522298 5400.993568 6729.406478 8821.384675 11571.86702 14644.76774 17655.50382 20602.01191 23345.04774 24543.33844 28434.08029 28079.64036 32934.09218 32553.33988 32857.58991 32819.00002 31428.67001 31790.8905 28315.70043 28972.996 24831.19109 23414.3017 19688.25223 16308.78985 13469.31457 11235.01643 9179.155527 6132.984285 5032.841051 4137.52341 
3787.775164 5642.43929 7160.288557 9268.444035 11323.37395 13718.18768 17728.16877 19866.10968 22560.29312 25071.83985 29072.84092 30605.0116 32729.0977 32438.30488 33968.21963 32760.92655 31983.72865 30730.25299 29088.81398 28560.38856 25972.45331 24653.88375 19823.67183 15491.94341 13737.99378 11265.90708 9497.2192 6546.394605 5076.631206 3678.021866 
3800.695224 5371.73905 6545.799024 9368.829379 11199.70106 13406.44202 16754.35418 20266.46161 22668.45055 25909.55102 28595.58151 29854.7386 33427.74725 33548.32743 33919.55254 33110.99564 32443.50853 32202.86699 29118.78259 26683.31302 25449.53356 24280.60186 21083.57893 15662.3198 13995.50915 11156.51673 9343.794906 6721.404401 4883.414644 3423.85573 
3636.916008 5200.636105 6691.679599 8662.816929 11697.63807 13599.10366 16745.68186 20600.01541 24345.66495 25982.80103 28100.74882 30273.0992 33983.50635 33787.79228 31204.34188 33150.39798 32679.78542 32663.32918 30446.20002 28806.6979 26799.77263 23292.51789 21305.37857 15199.80032 14851.53425 11621.07567 9995.547593 7254.088011 5239.846854 3675.337528 
4076.891968 5253.980502 7444.883622 9969.142981 11587.77141 14185.01233 16701.12406 20722.75317 22916.55192 26268.4215 27913.30259 30693.83281 33070.3257 34069.40291 34332.69703 32314.04343 32706.78763 33814.14047 31358.92618 29903.69742 27333.25407 24959.39658 21023.11656 17223.94983 14215.58543 11420.53548 9878.686621 7115.351286 5094.885729 3803.499703 
3774.937338 5140.363319 6692.769881 10063.67545 12279.9382 14060.02946 17113.75047 19716.06528 24218.82229 27742.37256 29129.07064 30053.88895 34509.3521 36250.91442 34991.73409 34331.02392 31493.46177 33342.46811 32833.2468 29182.80401 26248.49837 23748.55643 22166.67737 16391.97545 14954.4287 11879.44268 9449.334178 7678.608301 4849.650966 4162.193702 
4174.760432 5137.058999 6563.511413 9488.384508 11906.3485 14447.17006 17260.07315 19458.90553 22706.05595 25591.13691 29003.49063 31296.4424 32501.19822 34145.56447 32156.6569 33124.95128 33640.51033 33724.71628 29596.35895 30265.99036 26982.03868 24246.04854 21770.74369 17256.17767 14257.03631 11169.35593 9116.417414 7155.366951 5075.595837 3813.325966 
4049.544025 5218.29931 6777.978428 9468.534554 12109.47882 14374.78551 15484.99541 18386.64649 23431.71639 25284.50263 27079.29641 28528.47357 33018.84559 35196.5729 30279.67851 31670.21694 31209.38096 32659.13837 28396.79194 28067.74698 26967.9413 22090.01019 20152.02409 17003.51457 14363.68522 10996.33762 8749.094745 6818.41023 4310.285636 3970.381465 
4131.896402 4988.937042 6500.826909 9584.393542 10793.5542 14086.17193 15248.60087 19008.19795 21578.52215 24761.41478 27465.53277 30405.65904 31618.97096 32084.28361 33175.53821 30928.59128 32180.59522 30836.62141 28227.45455 28169.67636 26016.10345 22539.75 20498.20879 15581.90526 13587.7621 10161.93635 8444.37949 6167.349805 4908.539742 4107.177407 
4041.885443 5609.103608 6140.570712 9253.543283 11633.45208 14369.1796 15753.00176 19565.96639 22495.30026 23605.76154 26998.04788 30102.43012 32994.49345 34219.79705 31362.15332 30905.84507 32500.27713 31656.45433 29323.03268 26711.13824 27047.46731 23087.64502 20296.06234 16393.58902 13237.44308 10608.62519 8524.825797 6543.258814 4872.568739 4125.872302 
4445.412874 5176.214096 6175.727994 8597.605971 10375.41571 14406.48254 15047.44815 18175.39288 22387.23171 23622.52442 25047.41875 28193.496 30670.68664 33162.62226 32404.39121 31410.93408 30319.70188 29937.94965 28918.90419 25796.16975 25678.48934 21261.95467 18556.11975 16894.80632 11638.22531 9892.871108 7862.243775 5800.708222 4103.390979 4037.913624 
3879.043362 4577.797171 6276.519885 8187.393534 10815.70151 13567.34341 15123.32317 20392.90845 22965.74239 23451.6969 24590.51206 27552.87475 28167.10646 32335.1464 33400.40273 29608.06341 30179.15461 29095.44918 26245.40064 24368.63679 25983.78226 22090.101 18384.42254 15496.70337 11448.2962 9224.186252 7672.383644 5679.542341 4724.285607 3587.955621 
3611.868725 4242.677586 5703.312745 8243.568101 9902.773385 12552.71073 13185.68817 16819.70058 18944.9766 21738.07187 22917.35863 25394.28734 28124.91752 29072.64358 29415.34352 27921.04004 28513.50945 27319.9513 23772.03971 22830.58019 22332.647 19720.85139 16824.28143 14425.76635 10521.56637 8615.976755 6587.804263 5614.969463 3821.959395 2994.045518 
3195.609897 3799.618164 5644.856437 6858.853406 8332.291343 11301.40452 11878.20872 15555.62623 17969.51693 19258.96036 20169.02788 22786.44837 23743.55731 26664.80305 26130.35724 24491.21205 26431.76403 24843.39977 21191.17537 20572.16863 19723.0461 17611.37534 13672.14005 12194.55705 10087.04997 7642.29414 5597.083833 4722.545202 3892.223525 2822.966016 
2744.307106 3790.118623 5223.783848 6156.139066 8166.56367 10146.49563 12092.25497 13311.50708 15949.88419 17538.74743 18566.7527 20093.53294 21532.3758 24081.62641 22428.57635 22236.06227 23185.68577 22627.77685 20825.92042 18248.45699 17338.71905 16458.03764 14008.78154 11725.73343 8420.741351 6592.527725 5230.314728 4321.210115 3168.190853 2554.602332 
2888.352356 2897.431691 4482.954892 6069.600864 7603.113376 9378.587912 11320.39959 13197.13124 14620.18893 15402.03821 17758.4158 18855.61971 17465.3021 20673.2405 20292.39066 21027.15383 20896.75124 19856.4114 17128.20465 17355.62773 15877.72199 14974.97503 12417.46969 10002.42014 8237.450462 6081.052983 5366.523493 3520.048706 3025.062946 2633.264751 
