# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5 - Nov. 19, 2019
# Instrument: /zhome/89/0/38697/TESTS/2019-11-20/McStas-2.5_CPU_MPICC/BTsimple/BTsimple.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1574226484
# Directory: 1
# Nodes: 10
# Param: lambda=10
# Param: dlambda=9.9
# Param: maxhd=3
# Param: maxvd=3
# Param: gw=0.1
# Param: gh=0.1
# Param: gL=50
# Param: gm=6
# Param: delta1=0
# Param: delta2=0
# Date: Wed Nov 20 00:58:57 2019 (1574207937)
# type: array_2d(20, 20)
# Source: BTsimple (/zhome/89/0/38697/TESTS/2019-11-20/McStas-2.5_CPU_MPICC/BTsimple/BTsimple.instr)
# component: PSD_in
# position: 0 0 2
# title: PSD monitor
# Ncount: 10000000
# filename: PSD_in.dat
# statistics: X0=0.00193077; dX=2.88266; Y0=-0.000720912; dY=2.88282;
# signal: Min=4.93042e+10; Max=5.3053e+10; Mean=5.10638e+10;
# values: 2.04255e+13 1.35544e+10 1e+07
# xvar: X
# yvar: Y
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -5 5 -5 5
# variables: I I_err N
# Data [PSD_in/PSD_in.dat] I:
5.165828753e+10 4.994780823e+10 5.056812846e+10 5.026637312e+10 5.037898359e+10 5.255682871e+10 5.034932802e+10 5.19851381e+10 5.052824455e+10 5.135736773e+10 5.071110642e+10 5.048488163e+10 5.094236433e+10 5.181038565e+10 5.113255826e+10 5.020446476e+10 5.068204922e+10 5.199288162e+10 5.048570559e+10 4.994267306e+10 
5.142747761e+10 5.123915611e+10 5.135951358e+10 5.283139727e+10 5.220930194e+10 5.071512375e+10 5.128085747e+10 5.052559497e+10 4.939739271e+10 5.300862218e+10 5.032326283e+10 5.094478778e+10 4.988467679e+10 5.186119058e+10 5.081126971e+10 5.053737163e+10 5.159292728e+10 5.201640334e+10 5.185535979e+10 5.159594619e+10 
5.237652698e+10 5.093675063e+10 4.982892115e+10 5.111388903e+10 5.091400366e+10 4.979524067e+10 5.160651429e+10 5.12413302e+10 5.086820409e+10 5.179018436e+10 4.997555196e+10 5.081061513e+10 5.09493517e+10 5.078458965e+10 5.021885636e+10 5.048974793e+10 4.998936992e+10 5.141540455e+10 5.151548277e+10 5.11816874e+10 
5.128228969e+10 5.103583322e+10 5.095010289e+10 5.181572357e+10 5.096022554e+10 4.930422632e+10 5.089486362e+10 5.161862578e+10 5.09452116e+10 5.111446331e+10 5.107072929e+10 5.272837657e+10 5.072477814e+10 5.191714676e+10 5.133521011e+10 5.101769335e+10 5.201530121e+10 5.158171449e+10 5.120140197e+10 5.146535018e+10 
5.068839946e+10 5.058745923e+10 5.143535657e+10 5.124377781e+10 5.109760561e+10 5.089185137e+10 5.195710352e+10 5.079483784e+10 5.11782533e+10 5.127880117e+10 5.007385146e+10 5.165933506e+10 5.14823726e+10 5.140581107e+10 5.083368903e+10 5.112688081e+10 5.144655487e+10 5.02668953e+10 5.103207291e+10 5.164110528e+10 
5.150858265e+10 5.0935201e+10 4.999448842e+10 5.177809133e+10 5.048755092e+10 5.031541387e+10 5.181324821e+10 5.097248649e+10 5.050050903e+10 5.076304701e+10 5.052390914e+10 5.157705868e+10 5.210869802e+10 5.060582894e+10 4.993095565e+10 5.083797229e+10 5.046793099e+10 5.175567661e+10 5.030550354e+10 5.17561205e+10 
5.069399698e+10 5.017374694e+10 5.109666991e+10 5.074295277e+10 5.140642834e+10 5.048800992e+10 5.180282472e+10 5.016753112e+10 5.144631711e+10 5.019244964e+10 5.161131944e+10 5.058290409e+10 5.100230329e+10 5.168447123e+10 5.195878341e+10 5.094150456e+10 5.135848062e+10 5.053015454e+10 5.11888527e+10 5.269824805e+10 
5.046481785e+10 5.152063562e+10 5.174036173e+10 5.169769569e+10 5.166022723e+10 5.131664431e+10 5.04804586e+10 5.145697702e+10 5.129556274e+10 5.177307109e+10 5.153009952e+10 4.971688903e+10 5.040019243e+10 5.18791057e+10 5.088090828e+10 5.094167186e+10 5.091441757e+10 5.196450732e+10 5.020577045e+10 5.106454671e+10 
5.029427811e+10 5.085728649e+10 5.168050241e+10 5.206470755e+10 4.981895113e+10 5.143696205e+10 5.203905516e+10 5.037835469e+10 5.05430445e+10 5.015634189e+10 5.185280552e+10 5.103638657e+10 5.2008951e+10 5.166470283e+10 5.125310295e+10 5.116384367e+10 5.104665424e+10 5.149305061e+10 5.173060998e+10 5.029852773e+10 
5.058629142e+10 5.054764124e+10 5.038369748e+10 5.118509786e+10 5.096530662e+10 5.0189283e+10 5.141589878e+10 5.20098621e+10 5.174321095e+10 5.182471469e+10 5.116569226e+10 5.083325166e+10 5.100384307e+10 5.168056815e+10 5.141965084e+10 5.019611427e+10 5.127883056e+10 5.098344386e+10 5.102019442e+10 5.138925426e+10 
